# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=6 --retry-beam=24 --careful=false "gmm-boost-silence --boost=1.0 1 exp_org/monophones/32.mdl - |" "ark:gunzip -c exp_org/monophones/fsts.6.gz|" "ark,s,cs:apply-cmvn --norm-vars=true  --utt2spk=ark:data_org/train/split8/6/utt2spk scp:data_org/train/split8/6/cmvn.scp scp:data_org/train/split8/6/feats.scp ark:- | add-deltas ark:- ark:- |" "ark,t:|gzip -c >exp_org/monophones/ali.6.gz" 
# Started at Mon Dec 11 18:11:35 UTC 2017
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=6 --retry-beam=24 --careful=false 'gmm-boost-silence --boost=1.0 1 exp_org/monophones/32.mdl - |' 'ark:gunzip -c exp_org/monophones/fsts.6.gz|' 'ark,s,cs:apply-cmvn --norm-vars=true  --utt2spk=ark:data_org/train/split8/6/utt2spk scp:data_org/train/split8/6/cmvn.scp scp:data_org/train/split8/6/feats.scp ark:- | add-deltas ark:- ark:- |' 'ark,t:|gzip -c >exp_org/monophones/ali.6.gz' 
gmm-boost-silence --boost=1.0 1 exp_org/monophones/32.mdl - 
LOG (gmm-boost-silence[5.3.101~2-5c219]:main():gmm-boost-silence.cc:93) Boosted weights for 5 pdfs, by factor of 1
LOG (gmm-boost-silence[5.3.101~2-5c219]:main():gmm-boost-silence.cc:103) Wrote model to -
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_480
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_481
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_482
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_483
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_484
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_485
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_486
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_487
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_488
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_489
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_490
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_491
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_492
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_493
WARNING (gmm-align-compiled[5.3.101~2-5c219]:AlignUtteranceWrapper():decoder-wrappers.cc:468) Retrying utterance org_atai_493 with beam 24
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_494
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_495
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_496
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_497
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_498
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_499
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_50
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_500
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_501
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_502
LOG (apply-cmvn[5.3.101~2-5c219]:main():apply-cmvn.cc:159) Applied cepstral mean and variance normalization to 68 utterances, errors on 0
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_503
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_504
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_505
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_506
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:135) Overall log-likelihood per frame is 1.54332 over 68535 frames.
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:137) Retried 2 out of 68 utterances.
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:139) Done 68, errors on 0
# Accounting: time=5 threads=1
# Ended (code 0) at Mon Dec 11 18:11:40 UTC 2017, elapsed time 5 seconds
